Hadi.	{'6', '2', '1'}
Malesef , bu sefer değil.	{'4'}
İyi olan bir uçaktan atlamaktan nefret ediyorum.	{'1'}
Sevmene gerek yok. Sadece yap yeter!	{'4'}
Bok ye!	{'1'}
Pekala, beyler.	{'2'}
Allah aşkına, orada dikkatli olun!	{'4'}
Beş, dört, üç, iki, bir.	{'5'}
Yiyici iki ilerliyor!	{'2'}
Pozisyonumu aldım!	{'8'}
Sorun teşkil ediyor mu?	{'4'}
Dört, burası Lider.	{'1'}
Nasıl istersen.	{'8'}
Lider... Parti büyümüye başlıyor.	{'7'}
Lanet pislik!	{'8'}
Kavgamı gördün?	{'1'}
Acelen?	{'1'}
Parti bu tarafta.	{'6'}
Geciktiniz.	{'1'}
Geride dur!	{'1'}
Birden fazla hedef görüldü.	{'2'}
Cevap ver, God.	{'5'}
Görünüşe göre üçüncü katta pijama partisi var.	{'7'}
Işık suya vurduğunda, gemi açığa çıkacak.	{'4'}
Burası baya aydınlandı.	{'7'}
- Orada ne halt yiyorlar?	{'7'}
Güç yolda.	{'8'}
Patlat, Ramos!	{'1'}
- İyimisin?	{'7'}
- Görünüşe göre karın ve kalça arasından vurulmuş.	{'7'}
- Yardım edin, Rexer.	{'4'}
Dışarı!	{'4'}
Bu tek yönlü bir sokak!	{'7'}
- Arkamızda!	{'4'}
Şu piçi yoket!	{'4'}
Dalın!	{'1'}
Belki birşeyler duymuşlardır.	{'4'}
Geri de aramadım.	{'6'}
Ona kabuslar haricinde herşeyin bittiğini söyle.	{'7'}
- Bir şey duydum.	{'5'}
Midian diye bir yer yok. Canavarlar yok.	{'8'}
İki gün önce, polis bana bazı fotoğraflar getirdi.	{'3'}
- Lityum.	{'6'}
- Onu aşağı götürmeliyiz Peloquin.	{'6'}
- Hayır. Ben insanları öldürdüm!	{'2'}
Kımıldama!	{'8', '7', '1'}
Biliyorsunuz, Aaron'un tüm dünyasıydınız.	{'7'}
Hayatında kimseyi incitmedi.	{'1'}
Belki de ölüm bir son değildir, ne dersin Doktor?	{'6'}
- Ne istersin tatlım? - Evet, şey, Yeah, um, bira.	{'7'}
Bana bir daha vurursan, yüzünü parçalarım!	{'2'}
- Benim. - Ona yasaları öğrettin mi?  - Evet, öğretti.	{'1'}
Evet, öğrettim.	{'6'}
Evet, hazırım.	{'6'}
Aaron Boone ay kabileleri seni kucaklıyor.	{'7'}
Sadece söyleyin, burada mı?	{'1'}
Birşey çıktı... ve... ben...	{'1'}
- Lori. - Adımı nereden biliyorsun?	{'2'}
Onu öldürecek misin, öldürmeyecek misin?	{'4'}
Sadece kızı al! Doğallar arasındaki yerine geri dön!	{'6'}
- Telefonunuzu kullanabilir miyim? - Elbette.	{'5'}
- En yakın polis nerede? - Shere Neck.  Shere Neck.	{'1'}
Seninle Shere Neck'te buluşalım.	{'8'}
Maden arayıcıları her taraftan gelirler ve oraya gömülürler.	{'4'}
Lağım çukuru aileleri. Pislik yaratan pislikleri yaratan pislikler.	{'4'}
Boone?	{'5'}
Bu Dr. Decker. Ve burası da Shere Neck.	{'6'}
Birlikte çalışabiliriz.	{'8'}
- O konuşmaları duydum.	{'4'}
- Buna inanıyor musun? Evet, inanıyorum.	{'5'}
- Benden uzak dur yeter. - Hey, yukarıda olanlar için üzgünüm.	{'5'}
Onu çok seviyoruz!	{'4'}
- Boone aşağı mı indi? - Ve geri gelmeyecek.	{'8'}
Boone nerede?	{'4'}
İğrenç.	{'4', '7'}
Boone! Yandaki kapı.	{'4'}
Boone, sorun ne?	{'8'}
Sen bir ucube ve bir yamyamsın, ve yanlış kasabaya ayak bastın.	{'1'}
Pettine.	{'1'}
- Sen ve çocuklardan birkaçı müfettiş Joyce'u Midian'a götürün.	{'2'}
Mezarlığın çevresine bir bakın.	{'2'}
Eğer iki gözden fazlasına sahip birşey görürseniz bana haber verin.	{'3'}
Bu sırada, benim de basın toplantım var.	{'4'}
Bana normal göründü.	{'8'}
Adam ölü.	{'7'}
Bana ne yapmaya çalışıyorsun sen?	{'4'}
Beni duyabiliyor musun?	{'7'}
Ölmek zorundasın.	{'8'}
- Oh, kahretsin.	{'4'}
Onda birşeylerin yanlış olduğunu göremiyor musun?	{'2'}
Güneşti.	{'5'}
- Buyrun efendim.	{'2'}
Çünkü oraya Tanrı bizim tarafımdayken gidiyoruz.	{'4'}
Hey, ucube suratlı, arkadaşlarını bulduk.	{'4'}
- Bununla ne yapacağımı bilmiyorum.	{'1'}
Ooh, doktor, sanki Şeytan'ın kendisiyle karşı karşıya geleceğiz.	{'7'}
- Oh, ama inanacaksın.	{'8'}
Çok geç kaldık.	{'1'}
Babette, hayır!	{'4'}
- Ben de öyleyim.	{'1'}
Korkma.	{'3'}
Herşey yolunda. Hangi yol güvenli?	{'4'}
Baphomet hepimizi yok edecek...	{'1'}
- Bu Baphomet'in isteği!	{'5'}
Kehanetlere inanmadım.	{'7'}
- Bu Boone. - Evet, bu o.	{'4'}
Yıktığını yeniden yapmalısın.	{'2'}
Beni düşmanlarımdan kurtar.	{'8'}
Ve bana ihtiyaç duyacaksın.	{'7'}
Daha önce bir efsaneye dokunmamıştım.	{'1'}
Çok salaksın.	{'1'}
Lşık! Siz delirdiniz mi?	{'1'}
Neyin peşindesiniz pis herifler? Bela mı arıyorsunuz?	{'1'}
Pislik! Öldür onu!	{'1'}
Susun!	{'1'}
Bence bu hiç komik değil.	{'3'}
Sakin ol. Bu serserileri iyi tanırım.	{'8'}
Hepsi gösteriş.	{'3'}
Konsantre ol.	{'2'}
Aşağılık herifler!	{'1'}
Böyle ölmek istemiyorum.	{'6'}
Neden annem burada değil?	{'4'}
Bayım... burası cennet mi yoksa?	{'4'}
Öğreneceksiniz. Okumayı, yürümeyi, konuşmayı, gülümsemeyi, hatta dövüşmeyi.	{'2'}
Ülkenize hizmet etmek için.	{'8'}
Kapıyı açmalarını söyle!	{'1'}
Bu seni biraz yavaşlatır.	{'6'}
Buraya basarsan çizim yapabilirsin.	{'2'}
Kullandığımız silahlar bunlar.	{'4'}
Hazır ol.	{'2'}
Oraya otur.	{'8'}
Ama birlikte sıkı çalışırsak ve talih de yüzümüze gülerse... seni insana benzetmeyi başarabiliriz.	{'3'}
İyi bir başlangıç olur.	{'5'}
Gitmiyor, çünkü bacağım acıyor.	{'6'}
Esprilisin.	{'8'}
Arkadaş buldun mu?	{'5'}
Gelecek hafta 20 yaşına basacağım.	{'2'}
Bugün harika bir program deneyeceksin.	{'5'}
- Bilmiyorum.	{'6'}
Doğum günün kutlu olsun.	{'5'}
Ondan sonra elimden bir şey gelmez.	{'6'}
Ellerime mi bakıyorsun?	{'1'}
Bir zamanlar güzellerdi.	{'5'}
Gideyim mi?	{'6'}
Her zamankinden mi efendim?	{'8'}
Şimdi bak.	{'2'}
Dolu.	{'2'}
Burada bir sorun var.	{'4'}
Kapıyı aç... lanet olası!	{'1'}
Oturma.	{'1'}
Paranı hastanenin karşısındaki bankadan alıyorsun.	{'2'}
Mükemmel.	{'8', '5'}
En fazla 10 frank eder. 10 diyelim!	{'5'}
Boşver. Yemene bak.	{'3'}
Yemek soğuyacak.	{'4'}
Çaydanlığı ocağa koydum.	{'2'}
Prenses iyi uyudu mu?	{'8'}
Cumartesi akşamı yemeğe Léon'u çağıracağım.	{'5'}
Birlikte iş kurabiliriz.	{'2'}
Akraban yok, arkadaşın yok.	{'1'}
Oda servisi, günaydın.	{'5'}
Ben Bob.	{'2'}
Çok iyiyim.	{'5'}
Seni tebrik etmek istedim.	{'8'}
Memnun olurum.	{'5'}
Bob amca, değil mi?	{'7'}
Marie banyoda.	{'1'}
Bu kadarı beni aşar.	{'4'}
Bu son kompliman olsun, tamam mı?	{'2'}
Eminim bunu biraz da size borçlu.	{'5'}
Ben ona soruyorum Marie, sana değil.	{'1'}
8 yaşındayken çok güzeldi.	{'5'}
Bir kurdele takardı... ve hep beyaz elbiseler giyerdi.	{'8'}
Onu sadece yazları ailemizin kiraladığı çiftlikte görürdüm.	{'6'}
Kuzenler ve komşular falan toplam 20 çocuk vardı. Sürekli yaramazlık peşindeydiler.	{'1'}
Marie'nin bir özelliği vardı.	{'5'}
Eve döndüğünde... iliklerine kadar ıslanmış olurdu.	{'8'}
Gondol olmasın.	{'4'}
- Ben de.	{'4', '8'}
- Acıktım.	{'6'}
Seni kopyacı!	{'1'}
Çıkar dedim!	{'4'}
Joséphine.	{'7'}
Parçalar takıldı.	{'5'}
Kolu yok!	{'1'}
Konuşabilir miyiz?	{'4'}
Neler oldu, başından neler geçti de bu hale geldin... bilmiyorum.	{'6'}
En kötüsü bile bundan iyidir.	{'6'}
Hedef 10 saniye sonra görünecek.	{'4'}
Henüz bilgi yok.	{'6'}
Seni gördüğüme sevindim.	{'5'}
Bütün gün elimin altında olduğun günleri özlüyorum.	{'6'}
Seni düşündüm.	{'8'}
Ben sevgimi böyle gösteririm.	{'8'}
Ne karşılama ama!	{'5'}
- Şampanya!	{'5'}
- İcabına bakıldı.	{'8'}
Metresiyle orada buluşuyor.	{'8'}
Büyükelçiyle ilgilenmiyoruz.	{'3'}
Demek bakacağımız yeri biliyoruz.	{'2'}
Beni korkuttun!	{'4'}
NasıI oluyor da hastanede böyle güzel kokabiliyorsun?	{'5'}
Bu benim sırrım.	{'2'}
Ben Marie-Héléne. Memnun oldum.	{'7'}
Baş belası bir adamın, üstelik resmi bana taşıttı.	{'1'}
Viski.	{'5'}
Değiştirmişler.	{'6'}
Bu görev altı aydır benim...	{'1'}
Temizlikçinizin canı cehenneme!	{'1'}
Sakin ol!	{'8', '1'}
Kes artık, tamam mı?	{'1'}
Victor, önce konuşmalıyız.	{'2'}
Pisliğinizi temizliyorum.	{'1'}
Lanet olsun, ölmemiş!	{'7'}
Büyükelçiliğe sen git!	{'1'}
İşte anahtarlar!	{'7'}
Kimseyi aramayacaksın.	{'1'}
Bir saat sonra görüşürüz.	{'2'}
Artık dayanamıyorum.	{'4'}
Lütfen gidelim!	{'4'}
Kim o?	{'4', '7'}
Hazırlar.	{'8'}
Durun!	{'7', '1'}
- Kısa bir gezinti yapıp döneceğiz. - Lütfen dur!	{'2'}
Bu iş senin için çok ağır.	{'3'}
Yıpranmamalılar.	{'6'}
Her şeyi biliyorum Marie.	{'1'}
O hastanede Marie Clément diye biri hiç çalışmadı.	{'1'}
Ayrıca... polis baskısını, takipleri... video kasetleri de biliyorum.	{'4'}
Çünkü sadece seni seviyorum.	{'5'}
Benim küçük Marco'm.	{'8'}
Sen tanıdığım en güzel insansın.	{'5'}
Sence... borcunu ödemedi mi?	{'8'}
Denerim... ama o tehlikede Marco.	{'4'}
Bayım burası cennet mi yoksa?	{'4'}
Ama birlikte sıkı çalışırsak ve talih de yüzümüze gülerse seni insana benzetmeyi başarabiliriz.	{'3'}
Kapıyı aç lanet olası!	{'1'}
Bir kurdele takardı ve hep beyaz elbiseler giyerdi.	{'8'}
Eve döndüğünde iliklerine kadar ıslanmış olurdu.	{'8'}
Neler oldu, başından neler geçti de bu hale geldin bilmiyorum.	{'6'}
Nasıl oluyor da hastanede böyle güzel kokabiliyorsun?	{'5'}
Ayrıca polis baskısını, takipleri video kasetleri de biliyorum.	{'4'}
Sence borcunu ödemedi mi?	{'8'}
Denerim ama o tehlikede Marco.	{'4'}
- Benimle gelin. Özür dilerim ama uçağımız kalkmak üzere.	{'4'}
Siz ikiniz burada bekleyin.	{'2'}
Cidden, sorun nedir?	{'4'}
Biz aptal değiliz.	{'3'}
Davanızın yürümesi için yeterli ananız yok.	{'1'}
Sesini keser misin, Raoul?	{'1'}
Hiçbiri işe yaramayacak mı? Benden nefret mi ediyorsun?	{'6'}
Sen de vururdun.	{'1'}
Uçak biletim nerede? Filmimi mahvedersen, seni öldürürüm.	{'8'}
Uyuyan güzel?	{'4'}
- Teslimat! - Pardon?	{'6'}
Bu halde buldum ve buraya getirdim.	{'4'}
Kötü bir rüya mıydı?	{'4'}
Büyük ihtimalle şuursuzdun.	{'2'}
Uyuşturucu haplar aldığını da mı hatırlamıyorsun?	{'2'}
Acil servise nasıl geldim?	{'1'}
Bunu hiç... Yapmak istediğim bu değildi ki.  Yapmak istediğin neydi?	{'4'}
Bugünlük bu kadar yeter. Çok iyiydin, Carol.	{'8'}
Hayır, annem çalışıyor.	{'2', '8'}
Hepsini o yapıyor.	{'3'}
Bu yeni oda arkadaşım Aretha. Nasılsınız?  Kabalığımı bağışlayın.	{'5'}
İstirahat ve inceleme için zamana ihtiyacın olacak.	{'1'}
Zihnin tamamen açık olmalı.	{'1'}
Tıpkı anneannen gibi beni hep eleştiriyorsun. - Lütfen yine başlamayalım.  - Beni hiç konuşturmuyorsun.	{'8'}
Kendimi bazen sanki seninle konuşmuyor gibi hissediyorum. Sanki tiyatro öğretmeninle konuşuyorum.	{'2'}
Bunları midenin içindekilerden anlamış.	{'4'}
Yine Lowell Korshack arıyor.	{'3'}
Birlikte çalıştığım bir yönetmen. Onunla konuşmak istemiyorum.	{'4'}
Utanıyorum. Mecbur değilim, değil mi?	{'5'}
Yoldan sapmış aktörlere özel bir yurda mı gideyim?	{'8'}
Belki de işe dönmeden önce birkaç ay beklesen daha iyi olacak.	{'6'}
Doris. Anladın değil mi?	{'1'}
İşte burada.	{'5'}
Günaydın, ben Ted.	{'2'}
Böyle bitmesini hayal etmişimdir.	{'5'}
Sevindirici haberlerim var.	{'1'}
Buraya hepimizin gayet iyi olduğundan emin olmak için geldi.	{'1'}
Harika bir gün. Muhteşem görünüyorsun.  Kocaman öptüm.	{'6'}
Kollarını aralardan geçir, lütfen.	{'4'}
Annen burada.	{'4'}
Rüyalarıma inanmazsın, böbrek taşınla ilgili olana bile.	{'6'}
Seni korkutmak istemiyorum, ama buna hazırlanmanı istiyorum.	{'3'}
Genelde normal. Ama bizim ailedeki kadınların hepsi genç yaşta öldü.  Anneannem hala yaşıyor.	{'3'}
Seni korkutmak istemiyorum. Ama ölümüme hazırlanmanı istiyorum.	{'6'}
Eve gelişini kutlamak üzere birkaç arkadaş davet etmiştim.	{'5'}
Sürpriz!	{'7'}
Bütün gece çenesi düşecek.	{'6'}
Eve gitmek istiyorum. Birazdan gider miyiz?	{'5'}
Bunu duydum!	{'7'}
Kes!	{'1'}
Hayır, hayır. Yok birşey, gerçekten.	{'5'}
Aslına bakarsan, çalışmaktan keyif alabileceğini söylediler.	{'5'}
Bazen belli yorumlara başvurulur. Bir komedide kuraldır.	{'2'}
Nasıl yapmıştın? Teşekkür ederim.	{'6'}
- Şimdi çok daha rahatladım. - Güzel.  Ona korse giydiremez miyiz?	{'8'}
Tüm kariyerini harcadı.	{'8'}
Bana güven.	{'6'}
Jack. - Nasılsın?	{'8'}
Hizmetinizde. Hizmetim yoktur.	{'2'}
İyi olduğunu gördüğüme sevindim. Sanırım sana teşekkür etmeliyim.	{'5'}
Ya bu?	{'5'}
Ne kadar güzel. Uzun zamandır mı tanıyorsun?	{'6'}
Bu da Suzanne'ın arkadaşı Jim. Jack.  Memnun oldum, Bay Roth.	{'3'}
Ben de tam seni çağırmaya geliyordum.	{'8'}
- Yapma bunu.	{'6'}
Ne?	{'7', '1', '5'}
Hislerim. Ne kadar?	{'8'}
Özür dilerim. Kesiyorum.	{'8'}
Böyle birşey başıma hiç gelmemişti.	{'8'}
Sen, soyut dünyada tanıdığım en gerçek kişisin.	{'8'}
Bunu açıklayamıyorum. Gayet iyi gidiyorsun.	{'8'}
Sevgime karşılık vermeyebilirsin. Hayır, hayır, hayır.  Şey, kim bilir?	{'1'}
Sen kesinlikle aşık olunacak birisin.	{'1'}
Saatin kaç olduğundan haberin var mı, hayatım?	{'3'}
Benim kızımsın. Eve gelmeyince ne düşünmem gerekirdi?	{'1'}
Umarım biriyle yatıp kalkmamışsındır.	{'8'}
Ben orta yaşlıyım.	{'6'}
Klinikten yeni çıktın. Kendin için neyin iyi olduğunu bilmiyorsun.	{'8'}
Benimkinden.	{'5'}
- Sen mi, Lana veya Joan mu?	{'1', '5'}
- Jack Falkner mı? - Evet, neden?	{'5'}
Sanırım.	{'4', '2'}
Tabii. Haydi, şekerim.	{'2'}
O kadar kötü olamaz. Yok, yok.	{'8'}
Çok kötü değil. Üçte bir.  Sana yeni sözler söylüyordur herhalde, bu da senden hoşlandığını gösterir.	{'7'}
- Hey, bebek! Pardon, memur hanım.	{'8'}
- Ayrılıyor muyuz? - Ayrılamayız.  Çünkü beraber değildik.	{'7'}
- Fahişe gibi davranmaktan iyidir!	{'1'}
Kafan dumanlıyken daha eğlenceliydin!	{'4'}
Sakin ol, kuru sıkı. İt herif.	{'6'}
Marka kıyafetler mi aldın? Sululuk yapma, hayatım.	{'1'}
Hayatım?	{'8'}
Kayıp mı olmuş?	{'5'}
Sadece şarkı söylüyor olsaydın inanılmaz paralar kazanmıştın.	{'5'}
Onda senin sesinin yarısı bile yok. Sigarayı bırakabilirsin.	{'5'}
- Eteğimi havaya kaldırmadım!	{'8'}
Özür dilerim. Özür dilerim.	{'8', '1'}
Evet, ama iyi anlamda daha kötü.	{'1'}
Ses ayarı alabilir miyim, lütfen? Davanızın yürümesi için yeterli paranız yok.	{'7'}
Bakalım şuna. Mükemmel.	{'6'}
Söylediğin hiçbirşey benim kendime söylediklerim kadar korkunç olamaz.	{'7'}
- Tanımıyorum.	{'4'}
Böylesi bile gayet iyiydi. Film diyaloğu gibi oldu.	{'1'}
Ben buyum.	{'1'}
O sırada kendinde bile değildin, Tanrı aşkına.	{'8'}
Yani bir ay beklemem yeterli mi?	{'1'}
Neden şimdi başlamayasın ki?	{'4'}
- Kızıyım.	{'1'}
Şu müzik işi hakkında da haklıyım.	{'7'}
Bana kızgınlığın azaldı mı artık?	{'1'}
"Sabah dersleri için Suzanne'i hoş görün.
en/1990/100395/133488.xml.gz	tr/1990/100395/4012531.xml.gz	1601	1533	Seems like it takes a crisis to bring us together lately.	Uyku problemi var ve biraz uykuya ihtiyacı var."	{'2'}
Galiba ben...	{'8'}
Şuna bak.	{'6', '7'}
Aldırdığım şey, yaşlı görünüyor olmak.	{'4'}
Beni izleyin, Iütfen. Cidden, sorun nedir?	{'4'}
- Bu taraftan, Iütfen.	{'4'}
Kim olduğunu biliyoruz Bayan Porter.	{'7'}
Sahne sonu. Özür dilerim.	{'1'}
Tekrar bire. Yerlerinize.	{'6'}
Boş zamanında vücuduna ne yaptığın umurumda değil, ama bu benim zamanım.	{'8'}
Değilim.	{'4'}
- Bilmiyorum. Size nasıI ulaşabiliriz?  Ben ararım.	{'6'}
Adım Julie Marsden, rehabilitasyon bölümü başkanıyım.	{'5'}
Ben dedektif değilim. Onayını almak ve Tanrının izniyle sana yardım etmek için buradayım.	{'4'}
Beni bir adam getirdi, ha?	{'2'}
Hayatına son vermeyi mi denedin?	{'2'}
eğer istediklerinizi yapmazsam sanki beni terk edecekmişsiniz, cezalandıracakmışsınız gibi geliyor. Pekala, pekala.	{'4'}
Suzanne, seninle konuşabilir miyim?	{'8'}
Merhaba, canım.	{'8'}
Şu aile olayı için çok mu geç kaldım?	{'8'}
- Rehabilitasyonda bu saç çok moda. - Pardon, Suzanne.	{'6'}
Kabalığımı bağışlayın. Kızımı görünce biraz heyecanlandım da.	{'2'}
Çok teşekkürler, anne!	{'5'}
Ajansını değiştirmelisin.	{'6'}
Baskı yok.	{'3'}
Keşke yerine ben çekebilseydim.	{'1'}
Yarın buraya birkaç kıyafet göndereceğim ve müzik dinlemen için kaset çalarını ve bir battaniye. Pazar günü de, Mary videonu ve kasetlerini getirecek ve bir de bitki.	{'8'}
Bu halde burası çok cansız. NasıI dayandığını bilmiyorum, herşey tek renk.	{'2'}
"Umarım miden daha iyidir.
en/1990/100395/133488.xml.gz	tr/1990/100395/5284664.xml.gz	306	311	You seem to me to be what my mother warned me about:	Bunları midenin içindekilerden anlamış.
en/1990/100395/133488.xml.gz	tr/1990/100395/5284664.xml.gz	332	336 337	And actresses are treated like I hate to use the word, but, shit.	Bay Mayer beni toplantıya çağırdı. Kendisi tuvaletteydi.
en/1990/100395/133488.xml.gz	tr/1990/100395/5284664.xml.gz	333	338	I remember when I was 1 5 years old.	Toplantıyı o tuvaletin üzerinde otururken yaptık.
en/1990/100395/133488.xml.gz	tr/1990/100395/5284664.xml.gz	348	353	What am I supposed to do?	Biraz sakin olursan, o kadar da kötü olmadığını göreceksin.
en/1990/100395/133488.xml.gz	tr/1990/100395/5284664.xml.gz	359	365	-Stay with my mother?	Hepimiz aynı tuvaleti...
en/1990/100395/133488.xml.gz	tr/1990/100395/5284664.xml.gz	366	373	-Go to your AA meetings-- -l want to do this film.	Onun yaşındayken aynı ben de böyleydim.
en/1990/100395/133488.xml.gz	tr/1990/100395/5284664.xml.gz	372	378 379	It was good therapy after my divorce and my miscarriages.	Doris. Anladın değil mi?
en/1990/100395/133488.xml.gz	tr/1990/100395/5284664.xml.gz	389	395	I don't get your generation's humour.	O zaman bir tane edinmelisin.
en/1990/100395/133488.xml.gz	tr/1990/100395/5284664.xml.gz	432	438	The damn insurance company won't cover you without a screen.	Yüzde yüz senin arkandayız.
en/1990/100395/133488.xml.gz	tr/1990/100395/5284664.xml.gz	443	450	We're gonna leave you.	Tamam, harika.
en/1990/100395/133488.xml.gz	tr/1990/100395/5284664.xml.gz	484	490	I had a dream that it wasn't right.	- Bir Percodan almak istiyorum.
en/1990/100395/133488.xml.gz	tr/1990/100395/5284664.xml.gz	488	495 496	-l had a dream that I was drowning.	- Payetli bir elbiseyle batıyordum. - Bu ne demek?
en/1990/100395/133488.xml.gz	tr/1990/100395/5284664.xml.gz	492	498	-What does that mean?	Uyuşturucu kliniğinde olduğun için bunu daha önce söylemedim.
en/1990/100395/133488.xml.gz	tr/1990/100395/5284664.xml.gz	511	518 519	How did we end up talking about your death from my drug test?	Kendimi iyi hissetmiyorum. Dr. Feldman'a gidip muayene olmalısın.
en/1990/100395/133488.xml.gz	tr/1990/100395/5284664.xml.gz	518	524	I'm gonna kill myself.	Bir uyuşturucu kliniğindeydin.
en/1990/100395/133488.xml.gz	tr/1990/100395/5284664.xml.gz	524	531	Oh, no, Mom. I have to get up early.	Pekala, öyle istiyorsan, eve gitmelerini söylerim.
en/1990/100395/133488.xml.gz	tr/1990/100395/5284664.xml.gz	525	532	I don't want to see them.	Sürpriz!
en/1990/100395/133488.xml.gz	tr/1990/100395/5284664.xml.gz	529	535 536	There are people here I haven't seen since high school nor would I want to.	Louis Karasik! Tanrı aşkına, Louis Karasik'i çağırmak nereden aklına gelmiş ki?
en/1990/100395/133488.xml.gz	tr/1990/100395/5284664.xml.gz	532	538	Last time I saw him, he threw up scrambled eggs out of his nose on the way to the library.	Şişman ve yaşIı anneannen eve uyumaya gitmeden önce baksın sana şöyle!
en/1990/100395/133488.xml.gz	tr/1990/100395/5284664.xml.gz	545	553	Ornery as a mule, just like Owen.	Biraz daha fıstık yemez misin, dede?
en/1990/100395/133488.xml.gz	tr/1990/100395/5284664.xml.gz	548	556 557	Don't you want more cashews, Grandpa?	Beter olan kimmiş? Duydum bunu.
en/1990/100395/133488.xml.gz	tr/1990/100395/5284664.xml.gz	553	562 563	Get off my back. I want to go home.	Eve gitmek istiyorum. Birazdan gider miyiz?
en/1990/100395/133488.xml.gz	tr/1990/100395/5284664.xml.gz	554	564	-Yeah, well, we're going.	Gideriz, bayım.
en/1990/100395/133488.xml.gz	tr/1990/100395/5284664.xml.gz	558	567	Soon, sir.	- Ne?
en/1990/100395/133488.xml.gz	tr/1990/100395/5284664.xml.gz	559	568	Very, very soon.	- Biz neden konuşuyoruz?
en/1990/100395/133488.xml.gz	tr/1990/100395/5284664.xml.gz	575	582	Howdy's got worms.	Ailenin geri kalanı için aynı şey söylenemez.
en/1990/100395/133488.xml.gz	tr/1990/100395/5284664.xml.gz	582	589	Sing something, Suzanne.	- Haydi, tatlım.
en/1990/100395/133488.xml.gz	tr/1990/100395/5284664.xml.gz	621	608	-l get so nervous.	Çok yeteneğin var.
en/1990/100395/133488.xml.gz	tr/1990/100395/5284664.xml.gz	628	615 616	No, this is my daughter's night.	- Sence söylemeli miyim? - Evet.
en/1990/100395/133488.xml.gz	tr/1990/100395/5284664.xml.gz	703	647 648	But you're holding something back.	Ben tiyatrolarda da çalıştım. Aslında tiyatro yönetmeniyim.
en/1990/100395/133488.xml.gz	tr/1990/100395/5284664.xml.gz	712	657 658	You were very good in Public Domain.	Prova yapmıştım. Galiba eleştirilmeye pek gelemiyorum.
en/1990/100395/133488.xml.gz	tr/1990/100395/5284664.xml.gz	717	663	We're talking about two minutes of film.	Yapma.
en/1990/100395/133488.xml.gz	tr/1990/100395/5284664.xml.gz	722	666	I'm so relieved.	Bu mukayese beni epey rahatlattı.
en/1990/100395/133488.xml.gz	tr/1990/100395/5284664.xml.gz	726	671	-l'm feeling much more relaxed now.	Ona korse giydiremez miyiz?
en/1990/100395/133488.xml.gz	tr/1990/100395/5284664.xml.gz	745	690	How very unpleasant.	Onu işe aldığımda formdan bu kadar düştüğünü bilmiyordum.
en/1990/100395/133488.xml.gz	tr/1990/100395/5284664.xml.gz	757	702	Valerie has a terrific body.	Görüşürüz.
en/1990/100395/133488.xml.gz	tr/1990/100395/5284664.xml.gz	760	705 706 707	George Lazan, executive producer of Kitchen Sink and now, L.A. Beat.	İyiyim. - Suzanne.  - Vale.
en/1990/100395/133488.xml.gz	tr/1990/100395/5284664.xml.gz	774	722	I mean, we're talking about one day of work.	Çocuk bile yapar!
en/1990/100395/133488.xml.gz	tr/1990/100395/5284664.xml.gz	785	734	-People, this'll be picture!	Bana güven.
en/1990/100395/133488.xml.gz	tr/1990/100395/5284664.xml.gz	786	735	Just be yourself and you'll be fine.	Yapımcıyla konuşacağım.
en/1990/100395/133488.xml.gz	tr/1990/100395/5284664.xml.gz	828	777	It's terrible what happened to him.	- Hayır.
en/1990/100395/133488.xml.gz	tr/1990/100395/5284664.xml.gz	834	782	He took her to a restaurant.	Sonra ne olmuşsa, kız adamla beraber adamın evine gitmiş.
en/1990/100395/133488.xml.gz	tr/1990/100395/5284664.xml.gz	839	786 787 788	He thinks it's a wonderful evening and then she takes a handful of pills and overdoses.	- Sonra adam onu hastaneye bırakmış. - Ertesi sabah.  Ve adını bırakmamış.
en/1990/100395/133488.xml.gz	tr/1990/100395/5284664.xml.gz	857	805	No, I don't even want to do that.	NasıI biriyim bilmiyorum ama bu alışık bir durum değildir...
en/1990/100395/133488.xml.gz	tr/1990/100395/5284664.xml.gz	887	836	Did anybody ever tell you that you smell like the future?	Ama küçük bir kız gibi kırıIganımdır.
en/1990/100395/133488.xml.gz	tr/1990/100395/5284664.xml.gz	907	858	Have you known Suzanne long?	Seni anlıyorum.
en/1990/100395/133488.xml.gz	tr/1990/100395/5284664.xml.gz	939	893 894	Stop, please.	Neyi"" de ne demek? Koltuk döşemeyi."	{'1'}
